Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_606,4.61,52.46,Pass,1,67.37
Student_607,2.06,78.92,Pass,1,57.5
Student_608,3.64,92.27,Pass,1,81.14
Student_609,5.03,84.9,Pass,1,86.49
Student_610,6.9,92.13,Pass,1,100.0
Student_611,0.39,72.19,Pass,1,41.95
Student_612,7.99,85.11,Pass,1,100.0
Student_613,6.28,48.4,Pass,1,75.6
Student_614,0.82,60.9,Fail,0,32.48
Student_615,8.74,63.37,Pass,1,100.0
Student_616,9.21,70.68,Pass,1,100.0
Student_617,0.61,95.74,Pass,1,64.91
Student_618,2.77,92.46,Pass,1,74.27
Student_619,8.06,48.07,Pass,1,89.42
Student_620,7.48,50.37,Pass,1,92.07
Student_621,1.85,61.46,Pass,1,59.27
Student_622,2.09,57.44,Pass,1,51.24
Student_623,3.7,76.89,Pass,1,77.86
Student_624,4.85,94.17,Pass,1,93.69
Student_625,6.18,97.74,Pass,1,100.0
Student_626,3.69,79.22,Pass,1,81.89
Student_627,4.63,90.29,Pass,1,95.76
Student_628,7.47,71.51,Pass,1,100.0
Student_629,0.37,52.5,Fail,0,33.55
Student_630,2.52,71.48,Pass,1,66.03
Student_631,7.13,73.3,Pass,1,100.0
Student_632,8.95,84.55,Pass,1,100.0
Student_633,5.12,53.19,Pass,1,77.82
Student_634,5.32,62.1,Pass,1,80.14
Student_635,1.07,61.84,Fail,0,39.12
Student_636,4.47,97.57,Pass,1,95.08
Student_637,5.33,66.64,Pass,1,83.91
Student_638,2.42,85.31,Pass,1,74.09
Student_639,2.69,85.05,Pass,1,79.32
Student_640,3.77,55.93,Pass,1,63.24
Student_641,0.2,74.31,Pass,1,56.69
Student_642,3.22,93.66,Pass,1,73.16
Student_643,2.11,68.51,Pass,1,60.08
Student_644,3.27,96.71,Pass,1,80.19
Student_645,1.2,52.87,Fail,0,31.79
Student_646,8.91,44.45,Pass,1,96.94
Student_647,5.94,93.49,Pass,1,96.33
Student_648,6.79,90.86,Pass,1,100.0
Student_649,7.89,99.56,Pass,1,100.0
Student_650,4.98,80.76,Pass,1,93.89
Student_651,0.87,96.2,Pass,1,57.14
Student_652,5.37,89.62,Pass,1,100.0
Student_653,5.87,90.67,Pass,1,100.0
Student_654,7.45,74.15,Pass,1,100.0
Student_655,4.32,62.94,Pass,1,70.17
Student_656,1.28,96.07,Pass,1,61.22
Student_657,2.84,65.93,Pass,1,56.19
Student_658,3.63,72.33,Pass,1,65.98
Student_659,6.46,66.77,Pass,1,94.13
Student_660,5.71,73.89,Pass,1,97.4
Student_661,3.56,68.23,Pass,1,66.59
Student_662,9.87,42.88,Pass,1,100.0
Student_663,6.06,92.92,Pass,1,96.61
Student_664,2.37,66.66,Pass,1,59.86
Student_665,1.02,75.34,Pass,1,56.71
Student_666,1.53,48.35,Fail,0,34.01
Student_667,2.46,40.2,Pass,1,42.78
Student_668,1.61,54.72,Pass,1,49.29
Student_669,1.87,82.28,Pass,1,49.66
Student_670,2.85,45.95,Pass,1,57.05
Student_671,1.73,94.53,Pass,1,72.33
Student_672,8.97,52.9,Pass,1,100.0
Student_673,0.8,52.28,Fail,0,35.7
Student_674,5.25,50.89,Pass,1,63.92
Student_675,4.1,40.84,Pass,1,59.97
Student_676,9.82,86.31,Pass,1,100.0
Student_677,1.12,92.5,Pass,1,64.62
Student_678,3.98,76.85,Pass,1,83.39
Student_679,9.69,51.29,Pass,1,100.0
Student_680,8.66,57.12,Pass,1,100.0
Student_681,8.17,68.56,Pass,1,100.0
Student_682,2.58,97.26,Pass,1,75.54
Student_683,1.71,54.84,Pass,1,45.64
Student_684,6.69,83.9,Pass,1,100.0
Student_685,9.29,66.37,Pass,1,100.0
Student_686,5.57,57.87,Pass,1,71.95
Student_687,5.72,67.35,Pass,1,86.21
Student_688,2.8,44.27,Pass,1,57.01
Student_689,7.69,87.92,Pass,1,100.0
Student_690,1.87,54.6,Pass,1,52.38
Student_691,3.24,83.52,Pass,1,78.5
Student_692,4.25,44.1,Pass,1,65.24
Student_693,5.08,97.31,Pass,1,94.98
Student_694,2.42,51.58,Pass,1,46.28
Student_695,1.15,92.96,Pass,1,65.08
Student_696,6.11,88.57,Pass,1,94.36
Student_697,2.89,98.07,Pass,1,80.61
Student_698,5.81,68.67,Pass,1,88.95
Student_699,1.54,83.64,Pass,1,71.43
Student_700,4.81,62.24,Pass,1,77.84
Student_701,5.33,51.06,Pass,1,76.4
Student_702,0.52,66.58,Pass,1,49.93
Student_703,3.37,49.94,Pass,1,52.1
Student_704,1.34,98.92,Pass,1,69.25
Student_705,0.63,45.77,Pass,1,44.63
Student_706,9.9,75.35,Pass,1,100.0
Student_707,3.22,77.59,Pass,1,77.9
Student_708,8.1,72.28,Pass,1,100.0
Student_709,2.55,79.73,Pass,1,60.85
Student_710,6.82,46.97,Pass,1,84.29
Student_711,7.6,73.3,Pass,1,100.0
Student_712,5.96,57.23,Pass,1,83.67
Student_713,4.72,96.41,Pass,1,91.84
Student_714,4.12,85.72,Pass,1,78.81
Student_715,3.49,98.35,Pass,1,84.55
Student_716,9.3,42.25,Pass,1,99.26
Student_717,8.31,57.11,Pass,1,100.0
Student_718,9.65,51.73,Pass,1,100.0
Student_719,1.24,40.67,Pass,1,41.3
Student_720,7.31,54.54,Pass,1,95.5
Student_721,9.38,80.73,Pass,1,100.0
Student_722,1.81,53.87,Pass,1,44.76
Student_723,0.66,70.54,Pass,1,48.65
Student_724,7.41,93.27,Pass,1,100.0
Student_725,5.74,81.63,Pass,1,97.78
Student_726,8.42,63.68,Pass,1,100.0
Student_727,1.4,62.35,Pass,1,51.29
Student_728,7.95,67.34,Pass,1,100.0
Student_729,2.02,50.62,Pass,1,42.01
Student_730,1.64,78.04,Pass,1,64.61
Student_731,1.64,61.85,Pass,1,46.75
Student_732,8.15,91.14,Pass,1,100.0
Student_733,6.65,85.39,Pass,1,100.0
Student_734,5.23,76.63,Pass,1,93.9
Student_735,3.59,61.85,Pass,1,68.27
Student_736,8.77,52.6,Pass,1,100.0
Student_737,3.92,86.57,Pass,1,84.85
Student_738,8.17,69.18,Pass,1,100.0
Student_739,4.39,53.49,Pass,1,61.58
Student_740,3.77,51.71,Pass,1,54.97
Student_741,4.63,49.92,Pass,1,66.6
Student_742,3.01,86.63,Pass,1,76.46
Student_743,7.48,53.74,Pass,1,92.14
Student_744,5.03,71.6,Pass,1,86.58
Student_745,2.32,67.09,Pass,1,57.74
Student_746,9.0,74.78,Pass,1,100.0
Student_747,3.84,92.63,Pass,1,85.58
Student_748,5.44,92.06,Pass,1,100.0
Student_749,9.06,67.06,Pass,1,100.0
Student_750,6.24,40.92,Pass,1,86.18
Student_751,1.17,65.59,Pass,1,50.47
Student_752,9.4,76.37,Pass,1,100.0
Student_753,6.28,73.47,Pass,1,89.82
Student_754,3.35,79.08,Pass,1,67.03
Student_755,1.39,49.24,Fail,0,35.71
Student_756,7.94,78.79,Pass,1,100.0
Student_757,6.2,50.96,Pass,1,82.15
Student_758,5.33,85.03,Pass,1,91.03
Student_759,8.94,60.35,Pass,1,100.0
Student_760,7.89,82.59,Pass,1,100.0
Student_761,1.52,42.87,Fail,0,37.44
Student_762,3.12,64.47,Pass,1,74.04
Student_763,2.48,82.3,Pass,1,63.34
Student_764,7.44,53.61,Pass,1,90.93
Student_765,0.34,87.72,Pass,1,52.66
Student_766,5.7,77.85,Pass,1,96.99
Student_767,7.62,75.25,Pass,1,94.91
Student_768,8.77,61.21,Pass,1,99.67
Student_769,3.42,68.95,Pass,1,68.19
Student_770,8.21,75.84,Pass,1,100.0
Student_771,1.11,68.35,Pass,1,51.02
Student_772,8.46,81.9,Pass,1,100.0
Student_773,1.27,66.02,Pass,1,43.79
Student_774,3.97,52.14,Pass,1,71.41
Student_775,7.97,52.84,Pass,1,92.36
Student_776,1.5,40.35,Fail,0,31.5
Student_777,2.29,58.06,Pass,1,60.54
Student_778,7.22,84.94,Pass,1,100.0
Student_779,7.2,87.65,Pass,1,100.0
Student_780,6.41,52.15,Pass,1,77.82
Student_781,6.94,97.54,Pass,1,100.0
Student_782,5.43,70.14,Pass,1,86.19
Student_783,2.52,95.02,Pass,1,78.85
Student_784,3.46,82.41,Pass,1,78.95
Student_785,1.82,83.35,Pass,1,71.96
Student_786,9.08,45.1,Pass,1,91.03
Student_787,5.83,53.2,Pass,1,82.86
Student_788,4.01,40.53,Pass,1,50.91
Student_789,4.62,82.97,Pass,1,91.02
Student_790,9.47,60.67,Pass,1,100.0
Student_791,1.53,87.2,Pass,1,60.49
Student_792,5.86,60.34,Pass,1,80.03
Student_793,5.06,89.16,Pass,1,86.75
Student_794,6.11,47.84,Pass,1,77.79
Student_795,0.18,50.4,Fail,0,27.82
Student_796,8.72,60.45,Pass,1,100.0
Student_797,9.32,64.51,Pass,1,100.0
Student_798,5.65,60.92,Pass,1,90.19
Student_799,6.97,85.82,Pass,1,100.0
Student_800,9.22,45.82,Pass,1,100.0
Student_801,7.07,61.07,Pass,1,100.0
Student_802,1.53,90.23,Pass,1,63.24
Student_803,5.76,44.01,Pass,1,65.04
Student_804,6.07,96.54,Pass,1,100.0
Student_805,4.24,99.18,Pass,1,86.31
Student_806,7.36,45.31,Pass,1,98.34
Student_807,9.34,57.48,Pass,1,100.0
Student_808,9.26,62.34,Pass,1,100.0
Student_809,4.51,86.58,Pass,1,88.34
Student_810,1.13,75.76,Pass,1,57.25
Student_811,9.85,78.66,Pass,1,100.0
Student_812,8.39,85.45,Pass,1,100.0
Student_813,1.25,47.08,Fail,0,32.17
Student_814,9.21,89.99,Pass,1,100.0
Student_815,8.7,82.34,Pass,1,100.0
Student_816,5.19,74.64,Pass,1,79.03
Student_817,5.91,93.38,Pass,1,100.0
Student_818,3.99,82.02,Pass,1,90.21
Student_819,0.55,52.1,Fail,0,28.65
Student_820,3.35,65.78,Pass,1,72.73
Student_821,8.03,69.64,Pass,1,100.0
Student_822,0.05,43.31,Fail,0,18.54
Student_823,3.33,97.28,Pass,1,83.06
Student_824,3.98,47.71,Pass,1,57.57
Student_825,5.37,81.85,Pass,1,95.81
Student_826,9.2,70.37,Pass,1,100.0
Student_827,3.46,41.54,Pass,1,52.11
Student_828,3.47,95.48,Pass,1,81.62
Student_829,7.38,91.11,Pass,1,100.0
Student_830,4.52,71.46,Pass,1,77.95
Student_831,2.25,53.74,Pass,1,47.57
Student_832,4.52,47.3,Pass,1,63.47
Student_833,1.41,61.8,Pass,1,58.54
Student_834,1.76,55.33,Pass,1,45.19
Student_835,4.98,70.4,Pass,1,76.87
Student_836,4.19,97.98,Pass,1,95.23
Student_837,9.15,74.5,Pass,1,100.0
Student_838,3.62,93.4,Pass,1,77.92
Student_839,5.81,79.05,Pass,1,100.0
Student_840,6.32,68.51,Pass,1,89.9
Student_841,0.13,91.28,Pass,1,53.92
Student_842,6.64,68.28,Pass,1,94.89
Student_843,1.78,92.12,Pass,1,78.16
Student_844,9.61,57.49,Pass,1,100.0
Student_845,1.49,47.73,Pass,1,41.94
Student_846,4.15,91.32,Pass,1,98.43
Student_847,0.85,75.24,Pass,1,52.59
Student_848,9.97,93.35,Pass,1,100.0
Student_849,5.02,96.27,Pass,1,94.83
Student_850,5.95,43.22,Pass,1,74.57
Student_851,0.67,70.06,Pass,1,54.05
Student_852,7.5,62.5,Pass,1,95.8
Student_853,2.1,77.55,Pass,1,67.46
Student_854,8.98,87.62,Pass,1,100.0
Student_855,2.05,56.84,Pass,1,43.29
Student_856,1.91,73.41,Pass,1,56.91
Student_857,0.37,82.52,Pass,1,59.66
Student_858,4.72,48.07,Pass,1,66.95
Student_859,5.65,88.84,Pass,1,99.95
Student_860,0.66,76.37,Pass,1,52.49
Student_861,7.76,96.97,Pass,1,100.0
Student_862,4.53,60.37,Pass,1,69.41
Student_863,5.24,46.49,Pass,1,73.26
Student_864,4.41,70.39,Pass,1,73.36
Student_865,4.01,45.15,Pass,1,69.09
Student_866,5.6,98.17,Pass,1,99.7
Student_867,1.55,42.32,Fail,0,33.38
Student_868,1.82,85.21,Pass,1,68.43
Student_869,8.62,71.51,Pass,1,100.0
Student_870,9.46,62.12,Pass,1,100.0
Student_871,3.73,43.95,Pass,1,57.35
Student_872,2.71,77.33,Pass,1,62.63
Student_873,6.44,75.11,Pass,1,100.0
Student_874,4.09,56.85,Pass,1,71.3
Student_875,0.25,94.61,Pass,1,65.56
Student_876,1.56,58.25,Pass,1,44.79
Student_877,7.16,66.98,Pass,1,99.55
Student_878,6.59,72.63,Pass,1,97.28
Student_879,0.27,46.01,Fail,0,35.41
Student_880,2.22,95.93,Pass,1,81.12
Student_881,2.31,62.47,Pass,1,56.93
Student_882,6.72,44.85,Pass,1,73.08
Student_883,0.2,63.24,Pass,1,48.44
Student_884,1.04,76.01,Pass,1,56.71
Student_885,8.0,70.82,Pass,1,100.0
Student_886,1.79,81.67,Pass,1,65.35
Student_887,6.53,43.33,Pass,1,70.68
Student_888,2.38,57.07,Pass,1,58.56
Student_889,0.99,89.15,Pass,1,54.05
Student_890,2.43,44.79,Pass,1,45.21
Student_891,7.22,91.33,Pass,1,100.0
Student_892,8.56,45.51,Pass,1,100.0
Student_893,8.3,90.07,Pass,1,100.0
Student_894,3.97,61.65,Pass,1,71.92
Student_895,6.68,76.73,Pass,1,99.34
Student_896,2.05,49.17,Pass,1,45.74
Student_897,2.93,43.97,Pass,1,50.25
Student_898,8.96,52.96,Pass,1,100.0
Student_899,0.13,47.67,Fail,0,21.21
Student_900,0.86,58.74,Fail,0,38.28
Student_901,2.08,70.86,Pass,1,60.38
Student_902,0.27,75.33,Pass,1,46.11
Student_903,1.81,87.39,Pass,1,66.13
Student_904,5.83,79.37,Pass,1,92.65
Student_905,4.21,76.53,Pass,1,75.28
Student_906,8.93,64.71,Pass,1,100.0
Student_907,8.17,68.43,Pass,1,100.0
Student_908,3.42,64.87,Pass,1,66.31
Student_909,2.59,90.53,Pass,1,77.0
Student_910,3.8,53.8,Pass,1,61.78
Student_911,5.9,40.34,Pass,1,66.26
Student_912,2.68,79.08,Pass,1,61.9
Student_913,6.24,52.15,Pass,1,94.2
Student_914,4.09,93.41,Pass,1,83.12
Student_915,5.52,91.54,Pass,1,96.49
Student_916,4.36,44.6,Pass,1,64.23
Student_917,2.94,46.38,Pass,1,53.15
Student_918,9.48,69.71,Pass,1,100.0
Student_919,7.64,76.55,Pass,1,100.0
Student_920,1.4,56.49,Pass,1,46.29
Student_921,8.68,83.01,Pass,1,100.0
Student_922,4.87,75.69,Pass,1,82.81
Student_923,8.95,59.49,Pass,1,100.0
Student_924,8.0,41.52,Pass,1,94.19
Student_925,4.25,85.01,Pass,1,84.89
Student_926,0.22,52.89,Fail,0,33.42
Student_927,2.69,90.07,Pass,1,80.9
Student_928,5.42,65.22,Pass,1,87.3
Student_929,6.33,74.62,Pass,1,100.0
Student_930,2.58,92.38,Pass,1,67.29
Student_931,1.39,91.82,Pass,1,70.74
Student_932,8.35,62.29,Pass,1,100.0
Student_933,9.84,52.53,Pass,1,100.0
Student_934,5.26,86.51,Pass,1,95.24
Student_935,1.72,65.98,Pass,1,58.6
Student_936,2.72,51.52,Pass,1,48.53
Student_937,0.18,94.27,Pass,1,60.21
Student_938,9.14,51.89,Pass,1,100.0
Student_939,1.18,41.55,Fail,0,29.01
Student_940,5.77,41.22,Pass,1,70.18
Student_941,2.74,77.34,Pass,1,69.83
Student_942,5.54,79.7,Pass,1,88.16
Student_943,6.51,58.66,Pass,1,82.88
Student_944,8.3,59.2,Pass,1,100.0
Student_945,2.06,60.37,Pass,1,56.71
Student_946,0.11,80.81,Pass,1,52.58
Student_947,1.37,43.49,Fail,0,32.75
Student_948,9.0,95.75,Pass,1,100.0
Student_949,8.74,53.35,Pass,1,97.75
Student_950,5.97,99.98,Pass,1,99.7
Student_951,6.01,50.29,Pass,1,76.42
Student_952,6.65,86.29,Pass,1,100.0
Student_953,1.75,53.4,Pass,1,49.32
Student_954,9.14,44.85,Pass,1,100.0
Student_955,4.19,92.5,Pass,1,86.94
Student_956,3.83,91.53,Pass,1,83.61
Student_957,5.19,64.21,Pass,1,80.59
Student_958,0.47,82.14,Pass,1,47.7
Student_959,1.66,73.42,Pass,1,55.59
Student_960,7.38,91.18,Pass,1,100.0
Student_961,0.83,58.9,Fail,0,35.22
Student_962,6.03,71.42,Pass,1,86.9
Student_963,2.45,69.12,Pass,1,63.12
Student_964,3.89,61.23,Pass,1,67.91
Student_965,2.89,93.49,Pass,1,77.67
Student_966,3.56,49.95,Pass,1,53.89
Student_967,7.19,48.97,Pass,1,94.79
Student_968,2.97,74.61,Pass,1,64.34
Student_969,5.66,79.45,Pass,1,94.21
Student_970,4.76,51.68,Pass,1,66.65
Student_971,6.64,63.44,Pass,1,91.37
Student_972,9.37,96.79,Pass,1,100.0
Student_973,7.33,54.8,Pass,1,84.67
Student_974,2.15,80.1,Pass,1,65.23
Student_975,0.31,84.41,Pass,1,59.08
Student_976,2.62,66.89,Pass,1,69.9
Student_977,5.95,96.25,Pass,1,100.0
Student_978,0.51,84.2,Pass,1,54.81
Student_979,4.96,67.48,Pass,1,91.22
Student_980,5.97,74.16,Pass,1,97.93
Student_981,3.34,81.56,Pass,1,72.57
Student_982,7.71,75.53,Pass,1,100.0
Student_983,1.07,92.72,Pass,1,68.97
Student_984,0.75,61.41,Fail,0,37.79
Student_985,7.28,57.99,Pass,1,98.47
Student_986,4.95,52.83,Pass,1,72.97
Student_987,6.88,42.27,Pass,1,82.99
Student_988,4.35,42.58,Pass,1,59.06
Student_989,2.46,92.2,Pass,1,71.85
Student_990,8.19,80.7,Pass,1,100.0
Student_991,7.99,79.63,Pass,1,100.0
Student_992,6.95,76.88,Pass,1,99.67
Student_993,2.72,90.95,Pass,1,75.93
Student_994,5.9,68.82,Pass,1,89.46
Student_995,3.61,92.22,Pass,1,79.06
Student_996,0.92,61.57,Pass,1,41.48
Student_997,9.17,95.6,Pass,1,100.0
Student_998,1.37,81.92,Pass,1,64.34
Student_999,9.5,55.43,Pass,1,100.0
Student_1000,4.46,73.85,Pass,1,71.21
Student_1001,1.85,71.98,Pass,1,48.15
Student_1002,5.42,48.27,Pass,1,64.97
Student_1003,8.73,75.47,Pass,1,100.0
Student_1004,7.32,58.89,Pass,1,93.98
Student_1005,8.07,43.14,Pass,1,92.95
Student_1006,6.59,96.92,Pass,1,100.0
Student_1007,6.92,78.49,Pass,1,100.0
Student_1008,8.49,92.62,Pass,1,100.0
Student_1009,2.5,80.56,Pass,1,73.56
Student_1010,4.89,61.42,Pass,1,76.7
Student_1011,2.21,70.76,Pass,1,67.13
Student_1012,9.88,80.54,Pass,1,100.0
Student_1013,9.44,97.62,Pass,1,100.0
Student_1014,0.39,55.22,Fail,0,33.77
Student_1015,7.06,92.5,Pass,1,100.0
Student_1016,9.25,95.44,Pass,1,100.0
Student_1017,1.81,80.22,Pass,1,60.59
Student_1018,5.68,95.88,Pass,1,98.98
Student_1019,9.15,63.87,Pass,1,100.0
Student_1020,0.34,97.18,Pass,1,60.54
Student_1021,6.97,82.17,Pass,1,100.0
Student_1022,2.97,42.52,Pass,1,58.72
Student_1023,9.24,94.41,Pass,1,100.0
Student_1024,9.71,69.07,Pass,1,100.0
Student_1025,9.44,67.62,Pass,1,100.0
Student_1026,4.74,73.99,Pass,1,79.81
Student_1027,8.62,48.96,Pass,1,100.0
Student_1028,8.45,68.15,Pass,1,100.0
Student_1029,3.19,89.87,Pass,1,90.15
Student_1030,8.29,40.93,Pass,1,90.95
Student_1031,0.37,56.38,Fail,0,37.03
Student_1032,5.96,40.15,Pass,1,68.44
Student_1033,2.3,64.94,Pass,1,59.85
Student_1034,1.21,83.7,Pass,1,54.11
Student_1035,0.77,87.93,Pass,1,69.74
Student_1036,6.96,96.71,Pass,1,100.0
Student_1037,3.4,76.51,Pass,1,78.03
Student_1038,7.25,55.28,Pass,1,84.22
Student_1039,0.65,95.45,Pass,1,63.5
Student_1040,3.15,86.52,Pass,1,83.16
Student_1041,5.39,74.47,Pass,1,90.77
Student_1042,7.91,81.74,Pass,1,100.0
Student_1043,3.19,95.46,Pass,1,79.55
Student_1044,6.26,82.74,Pass,1,97.46
Student_1045,8.86,62.1,Pass,1,100.0
Student_1046,6.16,82.78,Pass,1,100.0
Student_1047,2.33,42.42,Fail,0,34.49
Student_1048,0.24,63.18,Pass,1,43.11
Student_1049,8.7,64.38,Pass,1,100.0
Student_1050,0.21,50.01,Fail,0,26.88
Student_1051,8.75,41.39,Pass,1,84.79
Student_1052,5.29,48.0,Pass,1,68.37
Student_1053,9.39,79.28,Pass,1,100.0
Student_1054,7.99,88.14,Pass,1,100.0
Student_1055,9.98,99.29,Pass,1,100.0
Student_1056,3.51,60.78,Pass,1,69.63
Student_1057,7.67,75.96,Pass,1,100.0
Student_1058,4.02,96.23,Pass,1,90.42
Student_1059,4.8,50.02,Pass,1,78.59
Student_1060,6.28,83.06,Pass,1,100.0
Student_1061,8.74,85.3,Pass,1,100.0
Student_1062,9.84,45.34,Pass,1,100.0
Student_1063,7.68,91.67,Pass,1,100.0
Student_1064,4.18,88.79,Pass,1,87.8
Student_1065,4.21,42.0,Pass,1,61.48
Student_1066,7.38,45.47,Pass,1,82.9
Student_1067,2.39,42.95,Pass,1,45.53
Student_1068,1.1,60.08,Pass,1,40.76
Student_1069,3.55,70.56,Pass,1,60.0
Student_1070,2.87,71.94,Pass,1,71.12
Student_1071,2.96,56.06,Pass,1,49.8
Student_1072,2.34,94.7,Pass,1,76.08
Student_1073,0.42,62.1,Pass,1,42.29
Student_1074,0.18,42.73,Fail,0,28.71
Student_1075,9.88,58.01,Pass,1,100.0
Student_1076,4.28,71.87,Pass,1,78.72
Student_1077,3.84,64.49,Pass,1,71.77
Student_1078,6.8,56.43,Pass,1,91.93
Student_1079,2.18,47.88,Pass,1,54.84
Student_1080,9.5,89.15,Pass,1,100.0
Student_1081,7.86,99.77,Pass,1,100.0
Student_1082,0.89,59.77,Fail,0,38.45
Student_1083,4.18,62.9,Pass,1,73.36
Student_1084,8.79,77.08,Pass,1,100.0
Student_1085,9.45,83.11,Pass,1,100.0
Student_1086,4.67,63.52,Pass,1,78.2
Student_1087,6.13,94.3,Pass,1,100.0
Student_1088,1.67,73.6,Pass,1,60.87
Student_1089,9.91,67.02,Pass,1,100.0
Student_1090,2.32,78.8,Pass,1,70.33
Student_1091,9.43,97.17,Pass,1,100.0
Student_1092,6.5,87.67,Pass,1,99.4
Student_1093,6.08,42.4,Pass,1,71.02
Student_1094,5.13,59.94,Pass,1,79.98
Student_1095,2.31,68.23,Pass,1,71.66
Student_1096,1.77,58.87,Pass,1,47.78
Student_1097,2.2,82.01,Pass,1,69.09
Student_1098,1.86,89.58,Pass,1,65.85
Student_1099,7.8,83.88,Pass,1,100.0
Student_1100,3.5,99.36,Pass,1,84.23
Student_1101,0.58,56.35,Fail,0,28.04
Student_1102,9.69,92.5,Pass,1,100.0
Student_1103,8.84,86.0,Pass,1,100.0
Student_1104,9.28,61.73,Pass,1,100.0
Student_1105,9.95,84.05,Pass,1,100.0
Student_1106,1.74,46.24,Fail,0,37.24
Student_1107,3.96,87.36,Pass,1,90.98
Student_1108,7.58,71.94,Pass,1,100.0
Student_1109,6.96,57.54,Pass,1,85.38
Student_1110,1.54,79.35,Pass,1,56.98
Student_1111,8.16,78.5,Pass,1,100.0
Student_1112,2.24,52.57,Pass,1,49.24
Student_1113,2.24,41.82,Pass,1,43.88
Student_1114,5.37,66.02,Pass,1,92.05
Student_1115,5.93,74.17,Pass,1,82.36
Student_1116,5.8,92.6,Pass,1,100.0
Student_1117,0.91,95.69,Pass,1,63.12
Student_1118,8.77,71.73,Pass,1,100.0
Student_1119,2.66,85.23,Pass,1,74.19
Student_1120,1.3,66.36,Pass,1,53.17
Student_1121,8.89,84.76,Pass,1,100.0
Student_1122,9.56,52.29,Pass,1,100.0
Student_1123,8.62,62.26,Pass,1,100.0
Student_1124,8.1,78.05,Pass,1,100.0
Student_1125,6.55,41.09,Pass,1,81.63
Student_1126,5.51,83.35,Pass,1,100.0
Student_1127,0.87,90.13,Pass,1,63.13
Student_1128,4.08,63.95,Pass,1,78.41
Student_1129,3.73,66.88,Pass,1,71.86
Student_1130,2.6,91.08,Pass,1,74.35
Student_1131,7.23,86.54,Pass,1,100.0
Student_1132,4.96,57.29,Pass,1,73.93
Student_1133,0.81,59.44,Fail,0,39.55
Student_1134,2.2,80.73,Pass,1,74.2
Student_1135,6.83,73.79,Pass,1,100.0
Student_1136,0.76,49.73,Fail,0,36.39
Student_1137,8.51,58.6,Pass,1,100.0
Student_1138,4.95,94.0,Pass,1,100.0
Student_1139,4.81,81.29,Pass,1,81.6
Student_1140,5.92,99.16,Pass,1,100.0
Student_1141,8.25,86.02,Pass,1,100.0
Student_1142,3.48,96.52,Pass,1,84.59
Student_1143,6.78,52.97,Pass,1,87.25
Student_1144,5.66,86.29,Pass,1,94.73
Student_1145,2.67,41.21,Pass,1,43.39
Student_1146,8.79,80.25,Pass,1,100.0
Student_1147,7.97,68.16,Pass,1,100.0
Student_1148,6.58,60.81,Pass,1,90.68
Student_1149,8.51,91.74,Pass,1,100.0
Student_1150,8.67,91.26,Pass,1,100.0
Student_1151,7.08,41.34,Pass,1,85.85
Student_1152,8.37,76.57,Pass,1,100.0
Student_1153,6.97,62.07,Pass,1,94.42
Student_1154,6.8,64.94,Pass,1,92.57
Student_1155,6.19,89.92,Pass,1,99.61
Student_1156,7.53,58.59,Pass,1,93.44
Student_1157,1.59,96.58,Pass,1,68.05
Student_1158,8.81,50.78,Pass,1,100.0
Student_1159,8.72,79.76,Pass,1,100.0
Student_1160,0.29,80.33,Pass,1,54.0
Student_1161,8.26,55.13,Pass,1,93.36
Student_1162,1.29,59.49,Pass,1,53.17
Student_1163,3.35,90.09,Pass,1,78.72
Student_1164,7.44,85.71,Pass,1,100.0
Student_1165,1.61,59.75,Pass,1,46.53
Student_1166,8.18,72.04,Pass,1,100.0
Student_1167,8.32,43.7,Pass,1,90.84
Student_1168,5.07,52.52,Pass,1,70.45
Student_1169,0.06,69.15,Pass,1,41.01
Student_1170,2.87,45.16,Pass,1,49.31
Student_1171,6.17,90.6,Pass,1,99.81
Student_1172,9.81,83.08,Pass,1,100.0
Student_1173,6.32,96.62,Pass,1,100.0
Student_1174,2.6,81.61,Pass,1,71.34
Student_1175,6.34,96.42,Pass,1,100.0
Student_1176,5.4,73.27,Pass,1,85.44
Student_1177,7.8,76.01,Pass,1,100.0
Student_1178,1.07,98.62,Pass,1,68.0
Student_1179,7.61,78.53,Pass,1,100.0
Student_1180,5.41,41.85,Pass,1,67.65
Student_1181,9.63,83.43,Pass,1,100.0
Student_1182,3.42,94.33,Pass,1,92.85
Student_1183,6.33,87.73,Pass,1,100.0
Student_1184,9.32,75.03,Pass,1,100.0
Student_1185,1.03,80.28,Pass,1,66.2
Student_1186,9.37,99.41,Pass,1,100.0
Student_1187,6.88,45.44,Pass,1,72.37
Student_1188,0.68,80.03,Pass,1,57.62
Student_1189,3.01,57.0,Pass,1,50.32
Student_1190,7.08,78.41,Pass,1,100.0
Student_1191,0.67,76.46,Pass,1,42.67
Student_1192,5.82,49.21,Pass,1,73.75
Student_1193,3.46,52.4,Pass,1,57.3
Student_1194,6.21,77.3,Pass,1,92.21
Student_1195,0.46,47.69,Fail,0,30.55
Student_1196,8.72,55.91,Pass,1,100.0
Student_1197,9.73,90.11,Pass,1,100.0
Student_1198,9.69,59.63,Pass,1,100.0
Student_1199,7.5,69.28,Pass,1,96.74
Student_1200,1.3,96.47,Pass,1,67.33
Student_1201,7.58,53.63,Pass,1,94.44
Student_1202,0.25,63.38,Fail,0,35.05
Student_1203,0.22,76.39,Pass,1,41.04
